,name,company,year,Price,kms_driven,fuel_type,image,Seating,logo
571,Benz C,Mercedes,2009,1225000,76000,Diesel,Mercedes.png,5,Mercedes_logo.png
572,Benz C,Mercedes,2006,500001,15000,Petrol,Mercedes.png,5,Mercedes_logo.png
573,Benz GLA,Mercedes,2015,2000000,20000,Diesel,Mercedes.png,5,Mercedes_logo.png
574,Cooper S,Mini,2013,1891111,13000,Petrol,Mini.png,4,Mini_logo.png
575,Cooper S,Mini,2013,1891111,13500,Petrol,Mini.png,4,Mini_logo.png
576,Lancer 1.8,Mitsubishi,2006,85000,50000,Petrol,Mitsubishi.png,4,Mitsubishi_logo.png
577,Pajero Sport,Mitsubishi,2015,1475000,47000,Diesel,Mitsubishi.png,4,Mitsubishi_logo.png
578,Pajero Sport,Mitsubishi,2015,1540000,43222,Petrol,Mitsubishi.png,4,Mitsubishi_logo.png
579,Pajero Sport,Mitsubishi,2015,1490000,42590,Diesel,Mitsubishi.png,4,Mitsubishi_logo.png
580,Pajero Sport,Mitsubishi,2015,1725000,37000,Diesel,Mitsubishi.png,4,Mitsubishi_logo.png
581,Micra XL,Nissan,2017,430000,62500,Diesel,Nissan.png,6,Nissan_logo.png
582,Micra XV,Nissan,2011,179000,41000,Petrol,Nissan.png,6,Nissan_logo.png
583,Sunny,Nissan,2012,224999,45000,Petrol,Nissan.png,6,Nissan_logo.png
584,Sunny XL,Nissan,2011,230000,52000,Petrol,Nissan.png,6,Nissan_logo.png
585,Terrano XL,Nissan,2015,499999,60000,Diesel,Nissan.png,6,Nissan_logo.png
586,X Trail,Nissan,2019,1200000,300,Diesel,Nissan.png,6,Nissan_logo.png
587,Duster,Renault,2014,449999,50000,Diesel,Renault.png,6,Renault_logo.png
588,Duster,Renault,2013,399999,41000,Diesel,Renault.png,6,Renault_logo.png
589,Duster,Renault,2014,474999,50000,Diesel,Renault.png,6,Renault_logo.png
590,Duster,Renault,2015,449999,49000,Diesel,Renault.png,6,Renault_logo.png
591,Duster,Renault,2014,800000,7400,Diesel,Renault.png,6,Renault_logo.png
592,Duster 110,Renault,2012,501000,38000,Diesel,Renault.png,6,Renault_logo.png
593,Duster 111,Renault,2012,501000,38000,Diesel,Renault.png,6,Renault_logo.png
594,Duster 112,Renault,2013,435000,39000,Diesel,Renault.png,6,Renault_logo.png
595,Duster 113,Renault,2013,490000,38600,Diesel,Renault.png,6,Renault_logo.png
596,Duster 110PS,Renault,2012,501000,35000,Diesel,Renault.png,6,Renault_logo.png
597,Duster 85,Renault,2013,489999,27000,Diesel,Renault.png,6,Renault_logo.png
598,Duster 86,Renault,2013,489999,27000,Diesel,Renault.png,6,Renault_logo.png
599,Duster 87,Renault,2014,489999,59000,Diesel,Renault.png,6,Renault_logo.png
600,Duster 88,Renault,2015,549999,19000,Diesel,Renault.png,6,Renault_logo.png
601,Duster 89,Renault,2015,715000,65000,Diesel,Renault.png,6,Renault_logo.png
602,Duster 90,Renault,2015,385000,51000,Diesel,Renault.png,6,Renault_logo.png
603,Duster 85PS,Renault,2013,401919,57923,Diesel,Renault.png,6,Renault_logo.png
604,Duster RxL,Renault,2015,550000,36000,Petrol,Renault.png,6,Renault_logo.png
605,Kwid,Renault,2016,244999,11000,Petrol,Renault.png,6,Renault_logo.png
606,Kwid 1.0,Renault,2018,349999,10000,Petrol,Renault.png,6,Renault_logo.png
607,Kwid 1.0,Renault,2018,290000,2137,Petrol,Renault.png,6,Renault_logo.png
608,Kwid RXT,Renault,2017,340000,5000,Petrol,Renault.png,6,Renault_logo.png
609,Kwid RXT,Renault,2018,325000,15000,Petrol,Renault.png,6,Renault_logo.png
610,Kwid RXT,Renault,2015,270000,43000,Petrol,Renault.png,6,Renault_logo.png
611,Kwid RXT,Renault,2019,370000,1000,Petrol,Renault.png,6,Renault_logo.png
612,Lodgy 85,Renault,2018,689999,20000,Diesel,Renault.png,6,Renault_logo.png
613,Scala RxL,Renault,2015,375000,25000,Diesel,Renault.png,6,Renault_logo.png
614,Scala RxL,Renault,2014,349999,49000,Diesel,Renault.png,6,Renault_logo.png
615,Fabia,Skoda,2009,110000,45000,Petrol,Skoda.png,6,Skoda_logo.png
616,Fabia 1.2L,Skoda,2011,159500,38200,Diesel,Skoda.png,6,Skoda_logo.png
617,Fabia 1.2L,Skoda,2011,155000,45863,Diesel,Skoda.png,6,Skoda_logo.png
618,Fabia Classic,Skoda,2010,182000,60000,Petrol,Skoda.png,6,Skoda_logo.png
619,Laura,Skoda,2012,349999,44000,Diesel,Skoda.png,6,Skoda_logo.png
620,Laura,Skoda,2013,374999,50000,Diesel,Skoda.png,6,Skoda_logo.png
621,Octavia Classic,Skoda,2006,114990,65000,Diesel,Skoda.png,6,Skoda_logo.png
622,Rapid Elegance,Skoda,2013,340000,48000,Diesel,Skoda.png,6,Skoda_logo.png
623,Superb 1.8,Skoda,2011,530000,68000,Petrol,Skoda.png,6,Skoda_logo.png
624,Yeti Ambition,Skoda,2012,448000,68000,Diesel,Skoda.png,6,Skoda_logo.png
625,Aria Pleasure,Tata,2014,390000,35000,Diesel,Tata.png,4,Tata_logo.png
626,Bolt XM,Tata,2015,600000,15000,Petrol,Tata.png,4,Tata_logo.png
627,Indica,Tata,2005,80000,42000,Petrol,Tata.png,4,Tata_logo.png
628,Indica eV2,Tata,2015,140000,60105,Diesel,Tata.png,4,Tata_logo.png
629,Indica eV2,Tata,2012,85000,55000,Diesel,Tata.png,4,Tata_logo.png
630,Indica eV2,Tata,2016,50500,91200,Diesel,Tata.png,4,Tata_logo.png
631,Indica V2,Tata,2006,90000,20000,Petrol,Tata.png,4,Tata_logo.png
632,Indica V3,Tata,2008,150000,11000,Petrol,Tata.png,4,Tata_logo.png
633,Indica V4,Tata,2005,35000,150000,Diesel,Tata.png,4,Tata_logo.png
634,Indica V5,Tata,2009,90000,30600,Diesel,Tata.png,4,Tata_logo.png
635,Indica V6,Tata,2012,115000,64000,Diesel,Tata.png,4,Tata_logo.png
636,Indica V7,Tata,2005,60000,80000,Diesel,Tata.png,4,Tata_logo.png
637,Indica V8,Tata,2005,39999,80000,Diesel,Tata.png,4,Tata_logo.png
638,Indica V9,Tata,2009,110000,30000,Diesel,Tata.png,4,Tata_logo.png
639,Indigo CS,Tata,2011,85000,11400,Diesel,Tata.png,4,Tata_logo.png
640,Indigo CS,Tata,2009,72500,46000,Diesel,Tata.png,4,Tata_logo.png
641,Indigo CS,Tata,2015,123000,100000,Diesel,Tata.png,4,Tata_logo.png
642,Indigo CS,Tata,2016,150000,104000,Diesel,Tata.png,4,Tata_logo.png
643,Indigo CS,Tata,2017,270000,50000,Diesel,Tata.png,4,Tata_logo.png
644,Indigo CS,Tata,2016,110000,85000,Diesel,Tata.png,4,Tata_logo.png
645,Indigo eCS,Tata,2017,200000,130000,Diesel,Tata.png,4,Tata_logo.png
646,Indigo eCS,Tata,2016,320000,175430,Diesel,Tata.png,4,Tata_logo.png
647,Indigo eCS,Tata,2016,320000,175400,Diesel,Tata.png,4,Tata_logo.png
648,Indigo eCS,Tata,2014,250000,40000,Diesel,Tata.png,4,Tata_logo.png
649,Indigo eCS,Tata,2014,95000,195000,Diesel,Tata.png,4,Tata_logo.png
650,Indigo eCS,Tata,2016,230000,104000,Diesel,Tata.png,4,Tata_logo.png
651,Indigo eCS,Tata,2016,130000,150000,Diesel,Tata.png,4,Tata_logo.png
652,Indigo eCS,Tata,2016,160000,104000,Diesel,Tata.png,4,Tata_logo.png
653,Indigo LS,Tata,2016,125000,70000,Diesel,Tata.png,4,Tata_logo.png
654,Indigo LX,Tata,2016,130000,104000,Diesel,Tata.png,4,Tata_logo.png
655,Indigo LX,Tata,2016,230000,104000,Diesel,Tata.png,4,Tata_logo.png
656,Indigo Marina,Tata,2004,180000,70000,Diesel,Tata.png,4,Tata_logo.png
657,Manza,Tata,2015,100000,100000,Diesel,Tata.png,4,Tata_logo.png
658,Manza Aqua,Tata,2014,160000,200000,Diesel,Tata.png,4,Tata_logo.png
659,Manza Aura,Tata,2012,130000,72000,Diesel,Tata.png,4,Tata_logo.png
660,Manza ELAN,Tata,2010,155555,111111,Petrol,Tata.png,4,Tata_logo.png
661,Nano,Tata,2013,60000,6800,Petrol,Tata.png,4,Tata_logo.png
662,Nano,Tata,2013,60000,7000,Petrol,Tata.png,4,Tata_logo.png
663,Nano Cx,Tata,2013,40000,2200,Petrol,Tata.png,4,Tata_logo.png
664,Nano GenX,Tata,2010,32000,44005,Petrol,Tata.png,4,Tata_logo.png
665,Nano Lx,Tata,2010,52000,9000,Petrol,Tata.png,4,Tata_logo.png
666,Nano LX,Tata,2010,32000,48008,Petrol,Tata.png,4,Tata_logo.png
667,Sumo Gold,Tata,2013,300000,50000,Diesel,Tata.png,4,Tata_logo.png
668,Sumo Gold,Tata,2014,250000,99000,Diesel,Tata.png,4,Tata_logo.png
669,Sumo Gold,Tata,2012,210000,75000,Diesel,Tata.png,4,Tata_logo.png
670,Sumo Gold,Tata,2014,275000,116000,Diesel,Tata.png,4,Tata_logo.png
671,Sumo Gold,Tata,2013,215000,100000,Petrol,Tata.png,4,Tata_logo.png
672,Sumo Grande,Tata,2010,130000,90000,Diesel,Tata.png,4,Tata_logo.png
673,Sumo Victa,Tata,2012,285000,65000,Diesel,Tata.png,4,Tata_logo.png
674,Tiago Revotorq,Tata,2019,568500,65000,Petrol,Tata.png,4,Tata_logo.png
675,Tiago Revotron,Tata,2018,430000,3500,Petrol,Tata.png,4,Tata_logo.png
676,Tiago Revotron,Tata,2017,400000,31000,Petrol,Tata.png,4,Tata_logo.png
677,Tigor Revotron,Tata,2019,650000,100,Diesel,Tata.png,4,Tata_logo.png
678,Venture EX,Tata,2013,100000,30000,Diesel,Tata.png,4,Tata_logo.png
679,Vista Quadrajet,Tata,2011,120000,90000,Diesel,Tata.png,4,Tata_logo.png
680,Zest Quadrajet,Tata,2017,180000,90000,Diesel,Tata.png,4,Tata_logo.png
681,Zest XE,Tata,2018,480000,103553,Diesel,Tata.png,4,Tata_logo.png
682,Zest XE,Tata,2017,380000,70000,Diesel,Tata.png,4,Tata_logo.png
683,Zest XE,Tata,2018,450000,102563,Diesel,Tata.png,4,Tata_logo.png
684,Zest XE,Tata,2017,290000,120000,Diesel,Tata.png,4,Tata_logo.png
685,Zest XM,Tata,2018,260000,27000,Diesel,Tata.png,4,Tata_logo.png
686,Corolla,Toyota,2006,160000,40000,Petrol,Toyota.png,5,Toyota_logo.png
687,Corolla Altis,Toyota,2010,351000,38000,Diesel,Toyota.png,5,Toyota_logo.png
688,Corolla Altis,Toyota,2009,240000,35000,Petrol,Toyota.png,5,Toyota_logo.png
689,Corolla Altis,Toyota,2010,289999,70000,Petrol,Toyota.png,5,Toyota_logo.png
690,Corolla Altis,Toyota,2012,349999,59000,Petrol,Toyota.png,5,Toyota_logo.png
691,Corolla Altis,Toyota,2015,575000,42000,Petrol,Toyota.png,5,Toyota_logo.png
692,Corolla Altis,Toyota,2009,199999,65000,Petrol,Toyota.png,5,Toyota_logo.png
693,Corolla Altis,Toyota,2010,220000,58000,Petrol,Toyota.png,5,Toyota_logo.png
694,Corolla Altis,Toyota,2010,185000,55000,Petrol,Toyota.png,5,Toyota_logo.png
695,Corolla Altis,Toyota,2014,790000,29000,Petrol,Toyota.png,5,Toyota_logo.png
696,Corolla Altis,Toyota,2009,300000,132000,Petrol,Toyota.png,5,Toyota_logo.png
697,Corolla H2,Toyota,2003,150000,100000,Petrol,Toyota.png,5,Toyota_logo.png
698,Etios,Toyota,2011,275000,36000,Diesel,Toyota.png,5,Toyota_logo.png
699,Etios G,Toyota,2013,265000,42000,Petrol,Toyota.png,5,Toyota_logo.png
700,Etios GD,Toyota,2013,350000,60000,Diesel,Toyota.png,5,Toyota_logo.png
701,Etios GD,Toyota,2013,275000,24800,Petrol,Toyota.png,5,Toyota_logo.png
702,Etios Liva,Toyota,2014,270000,55000,Petrol,Toyota.png,5,Toyota_logo.png
703,Etios Liva,Toyota,2011,239999,41000,Petrol,Toyota.png,5,Toyota_logo.png
704,Etios Liva,Toyota,2012,380000,20000,Diesel,Toyota.png,5,Toyota_logo.png
705,Etios Liva,Toyota,2014,160000,24652,Petrol,Toyota.png,5,Toyota_logo.png
706,Etios Liva,Toyota,2012,350000,85000,Diesel,Toyota.png,5,Toyota_logo.png
707,Fortuner,Toyota,2011,1074999,52000,Diesel,Toyota.png,5,Toyota_logo.png
708,Fortuner 3.0,Toyota,2010,940000,131000,Diesel,Toyota.png,5,Toyota_logo.png
709,Fortuner 3.0,Toyota,2015,1525000,120000,Diesel,Toyota.png,5,Toyota_logo.png
710,Fortuner 3.0,Toyota,2013,1499000,97000,Diesel,Toyota.png,5,Toyota_logo.png
711,Innova 2.0,Toyota,2012,650000,82000,Diesel,Toyota.png,5,Toyota_logo.png
712,Innova 2.0,Toyota,2012,600000,80000,Diesel,Toyota.png,5,Toyota_logo.png
713,Innova 2.5,Toyota,2012,849999,99000,Diesel,Toyota.png,5,Toyota_logo.png
714,Innova 2.5,Toyota,2006,365000,73000,Diesel,Toyota.png,5,Toyota_logo.png
715,Innova 2.5,Toyota,2012,770000,0,Diesel,Toyota.png,5,Toyota_logo.png
716,Innova 2.5,Toyota,2011,750000,147000,Diesel,Toyota.png,5,Toyota_logo.png
717,Innova 2.5,Toyota,2012,750000,75000,Diesel,Toyota.png,5,Toyota_logo.png
718,Innova 2.5,Toyota,2011,750000,75000,Diesel,Toyota.png,5,Toyota_logo.png
719,Land Rover Freelander,Toyota,2015,2100000,30000,Diesel,Toyota.png,7,Toyota_logo.png
720,Qualis,Toyota,2003,180000,100000,Diesel,Toyota.png,5,Toyota_logo.png
721,Jetta Comfortline,Volkswagen,2009,450000,54500,Diesel,Volkswagen.png,5,Volkswagen_logo.png
722,Jetta Highline,Volkswagen,2014,749999,46000,Diesel,Volkswagen.png,5,Volkswagen_logo.png
723,Passat Diesel,Volkswagen,2009,450000,97000,Diesel,Volkswagen.png,5,Volkswagen_logo.png
724,Polo,Volkswagen,2014,274999,32000,Petrol,Volkswagen.png,5,Volkswagen_logo.png
725,Polo,Volkswagen,2015,330000,38000,Diesel,Volkswagen.png,5,Volkswagen_logo.png
726,Polo,Volkswagen,2010,199999,60000,Diesel,Volkswagen.png,5,Volkswagen_logo.png
727,Polo,Volkswagen,2013,299999,48000,Diesel,Volkswagen.png,5,Volkswagen_logo.png
728,Polo Comfortline,Volkswagen,2015,399999,2800,Petrol,Volkswagen.png,5,Volkswagen_logo.png
729,Polo Highline,Volkswagen,2014,315000,60000,Petrol,Volkswagen.png,5,Volkswagen_logo.png
730,Polo Highline1.2L,Volkswagen,2013,380000,27000,Petrol,Volkswagen.png,5,Volkswagen_logo.png
731,Polo Highline1.2L,Volkswagen,2017,525000,45000,Petrol,Volkswagen.png,5,Volkswagen_logo.png
732,Polo Trendline,Volkswagen,2015,350000,25000,Diesel,Volkswagen.png,5,Volkswagen_logo.png
733,Vento Comfortline,Volkswagen,2011,240000,45933,Petrol,Volkswagen.png,5,Volkswagen_logo.png
734,Vento Comfortline,Volkswagen,2011,200000,95000,Diesel,Volkswagen.png,5,Volkswagen_logo.png
735,Vento Highline,Volkswagen,2019,1200000,3600,Diesel,Volkswagen.png,5,Volkswagen_logo.png
736,Vento Highline,Volkswagen,2015,550000,34000,Diesel,Volkswagen.png,5,Volkswagen_logo.png
737,Vento Konekt,Volkswagen,2011,245000,65000,Diesel,Volkswagen.png,5,Volkswagen_logo.png
738,S80 Summum,Volvo,2015,1850000,42000,Diesel,Volvo.png,7,Volvo_logo.png
